 "i" , "cLabel" , "sLabel" ,
 "http://dbpedia.org/resource/Cauchy–Hadamard_theorem" , "theorem" , "Theorems in complex analysis" ,
 "http://dbpedia.org/resource/Cauchy–Kowalevski_theorem" , "theorem" , "Theorems in analysis" ,
 "http://dbpedia.org/resource/Cauchy–Schwarz_inequality" , "inequality --- theorem" , "Inequalities --- Probabilistic inequalities" ,
 "http://dbpedia.org/resource/Cayley's_theorem" , "theorem" , "Theorems in group theory" ,
 "http://dbpedia.org/resource/Cayley–Bacharach_theorem" , "theorem" , "Theorems in algebraic geometry --- Theorems in projective geometry" ,
 "http://dbpedia.org/resource/Cayley–Hamilton_theorem" , "theorem" , "Theorems in linear algebra" ,
 "http://dbpedia.org/resource/Cellular_approximation_theorem" , "theorem" , "Theorems in algebraic topology" ,
 "http://dbpedia.org/resource/Central_limit_theorem" , "theorem" , "Probability theorems --- Statistical theorems" ,
 "http://dbpedia.org/resource/Ceva's_theorem" , "theorem" , "Theorems in geometry --- Theorems in plane geometry" ,
 "http://dbpedia.org/resource/Chain_rule" , "formula --- theorem" , "Theorems in calculus" ,
 "http://dbpedia.org/resource/Chapman–Robbins_bound" , "inequality --- theorem" , "Statistical inequalities" ,
 "http://dbpedia.org/resource/Chasles'_theorem_(geometry)" , "theorem" , "Theorems in algebraic geometry" ,
 "http://dbpedia.org/resource/Chasles'_theorem_(gravitation)" , "organisation --- theorem" , "Theorems in mathematical physics" ,
 "http://dbpedia.org/resource/Chasles–Cayley–Brill_formula" , "theorem --- university" , "Theorems in algebraic geometry" ,
 "http://dbpedia.org/resource/Chebotarev's_density_theorem" , "theorem" , "Theorems in algebraic number theory" ,
 "http://dbpedia.org/resource/Chebotaryov_theorem_on_roots_of_unity" , "theorem" , "Theorems in algebraic number theory --- Theorems in linear algebra" ,
 "http://dbpedia.org/resource/Chebyshev's_bias" , "disease" , "Theorems in analytic number theory" ,
 "http://dbpedia.org/resource/Chebyshev's_inequality" , "inequality --- theorem" , "Probabilistic inequalities --- Statistical inequalities" ,
 "http://dbpedia.org/resource/Chebyshev's_sum_inequality" , "inequality --- theorem" , "Inequalities" ,
 "http://dbpedia.org/resource/Chebyshev–Markov–Stieltjes_inequalities" , "theorem" , "Inequalities --- Theorems in analysis" ,
 "http://dbpedia.org/resource/Cheeger_bound" , "inequality --- theorem" , "Probabilistic inequalities --- Statistical inequalities" ,
 "http://dbpedia.org/resource/Chen's_theorem" , "theorem" , "Theorems about prime numbers --- Theorems in analytic number theory" ,
 "http://dbpedia.org/resource/Cheng's_eigenvalue_comparison_theorem" , "theorem" , "Theorems in Riemannian geometry" ,
 "http://dbpedia.org/resource/Chernoff_bound" , "inequality --- theorem" , "Probabilistic inequalities" ,
 "http://dbpedia.org/resource/Chetaev_instability_theorem" , "theorem" , "Theorems in dynamical systems" ,
 "http://dbpedia.org/resource/Cheung–Marks_theorem" , "theorem" , "Mathematical theorems in theoretical computer science" ,
 "http://dbpedia.org/resource/Chevalley's_structure_theorem" , "grape --- theorem" , "Theorems in algebraic geometry" ,
 "http://dbpedia.org/resource/Chevalley–Iwahori–Nagata_theorem" , "theorem" , "Theorems in algebraic geometry" ,
 "http://dbpedia.org/resource/Chevalley–Shephard–Todd_theorem" , "anatomical structure --- theorem" , "Theorems in abstract algebra" ,
 "http://dbpedia.org/resource/Chevalley–Warning_theorem" , "theorem" , "Theorems in algebra" ,
 "http://dbpedia.org/resource/Chinese_remainder_theorem" , "theorem" , "Theorems in number theory" ,
 "http://dbpedia.org/resource/Choi's_theorem_on_completely_positive_maps" , "theorem" , "Theorems in functional analysis" ,
 "http://dbpedia.org/resource/Chou's_invariance_theorem" , "theorem" , "Statistical theorems" ,
 "http://dbpedia.org/resource/Chow's_lemma" , "theorem" , "Theorems in algebraic geometry" ,
 "http://dbpedia.org/resource/Chow's_moving_lemma" , "theorem" , "Theorems in algebraic geometry" ,
 "http://dbpedia.org/resource/Chowla–Mordell_theorem" , "theorem" , "Theorems in number theory" ,
 "http://dbpedia.org/resource/Chowla–Selberg_formula" , "aircraft" , "Theorems in number theory" ,
 "http://dbpedia.org/resource/Chow–Rashevskii_theorem" , "theorem" , "Theorems in geometry" ,
 "http://dbpedia.org/resource/Christophe_Breuil" , "agent --- human --- person --- scientist" , "Fermat's Last Theorem" ,
 "http://dbpedia.org/resource/Church–Rosser_theorem" , "theorem" , "Theorems in the foundations of mathematics" ,
 "http://dbpedia.org/resource/Circle_packing_theorem" , "theorem" , "Theorems in geometry --- Theorems in graph theory" ,
 "http://dbpedia.org/resource/Clark–Ocone_theorem" , "theorem" , "Probability theorems --- Theorems in measure theory" ,
 "http://dbpedia.org/resource/Classical_involution_theorem" , "theorem" , "Theorems in group theory" ,
 "http://dbpedia.org/resource/Classification_of_Fatou_components" , "organisation --- theorem" , "Theorems in complex analysis --- Theorems in dynamical systems" ,
 "http://dbpedia.org/resource/Classification_of_finite_simple_groups" , "theorem" , "Theorems in algebra" ,
 "http://dbpedia.org/resource/Classification_theorem" , "planet --- theorem" , "Mathematical theorems" ,
 "http://dbpedia.org/resource/Clifford's_circle_theorems" , "theorem" , "Theorems in geometry" ,
 "http://dbpedia.org/resource/Clifford's_theorem_on_special_divisors" , "theorem" , "Theorems in algebraic geometry" ,
 "http://dbpedia.org/resource/Closed_and_exact_differential_forms" , "drug" , "Lemmas" ,
 "http://dbpedia.org/resource/Closed_graph_theorem" , "theorem" , "Theorems in functional analysis" ,
 "http://dbpedia.org/resource/Closed_range_theorem" , "theorem" , "Theorems in functional analysis" ,
 "http://dbpedia.org/resource/Cluster_decomposition_theorem" , "theorem" , "Theorems in quantum physics" ,
 "http://dbpedia.org/resource/Cochran's_theorem" , "theorem" , "Statistical theorems" ,
 "http://dbpedia.org/resource/Codd's_theorem" , "theorem" , "Theorems in the foundations of mathematics" ,
 "http://dbpedia.org/resource/Cohen_structure_theorem" , "theorem" , "Theorems in abstract algebra" ,
 "http://dbpedia.org/resource/Cohen–Hewitt_factorization_theorem" , "software" , "Theorems in functional analysis" ,
 "http://dbpedia.org/resource/Cohn's_irreducibility_criterion" , "theorem" , "Theorems in algebra" ,
 "http://dbpedia.org/resource/Cohn-Vossen's_inequality" , "inequality --- theorem" , "Inequalities --- Theorems in differential geometry" ,
 "http://dbpedia.org/resource/Cokernel" , "golf player" , "Isomorphism theorems" ,
 "http://dbpedia.org/resource/Coleman–Mandula_theorem" , "theorem" , "Theorems in quantum physics" ,
 "http://dbpedia.org/resource/Collage_theorem" , "theorem" , "Theorems in geometry" ,
 "http://dbpedia.org/resource/Commutant_lifting_theorem" , "theorem" , "Theorems in functional analysis" ,
 "http://dbpedia.org/resource/Commutation_theorem" , "theorem" , "Theorems in functional analysis --- Theorems in representation theory" ,
 "http://dbpedia.org/resource/Commutativity_of_conjunction" , "rule of inference --- theorem" , "Theorems in propositional logic" ,
 "http://dbpedia.org/resource/Compactness_theorem" , "theorem" , "Theorems in the foundations of mathematics" ,
 "http://dbpedia.org/resource/Comparison_theorem" , "Wikimedia disambiguation page --- theorem" , "Mathematical theorems" ,
 "http://dbpedia.org/resource/Completeness_of_atomic_initial_sequents" , "theorem" , "Theorems in the foundations of mathematics" ,
 "http://dbpedia.org/resource/Complex_conjugate_root_theorem" , "theorem" , "Theorems in algebra --- Theorems in complex analysis" ,
 "http://dbpedia.org/resource/Component_theorem" , "Band --- theorem" , "Theorems in group theory" ,
 "http://dbpedia.org/resource/Compression_theorem" , "theorem" , "Theorems in the foundations of mathematics" ,
 "http://dbpedia.org/resource/Condensation_lemma" , "theorem" , "Lemmas" ,
 "http://dbpedia.org/resource/Condorcet's_jury_theorem" , "theorem" , "Probability theorems" ,
 "http://dbpedia.org/resource/Conformal_welding" , "Election" , "Theorems in analysis" ,
 "http://dbpedia.org/resource/Conjunction_elimination" , "rule of inference --- theorem" , "Theorems in propositional logic" ,
 "http://dbpedia.org/resource/Conjunction_introduction" , "rule of inference --- theorem" , "Theorems in propositional logic" ,
 "http://dbpedia.org/resource/Conley–Zehnder_theorem" , "theorem" , "Theorems in analysis" ,
 "http://dbpedia.org/resource/Consensus_theorem" , "theorem" , "Theorems in propositional logic" ,
 "http://dbpedia.org/resource/Consequentia_mirabilis" , "theorem" , "Theorems in propositional logic" ,
 "http://dbpedia.org/resource/Conservativity_theorem" , "theorem" , "Theorems in the foundations of mathematics" ,
 "http://dbpedia.org/resource/Constructive_dilemma" , "rule of inference --- theorem" , "Theorems in propositional logic" ,
 "http://dbpedia.org/resource/Continuous_mapping_theorem" , "protein --- theorem" , "Probability theorems --- Statistical theorems" ,
 "http://dbpedia.org/resource/Contraction_principle_(large_deviations_theory)" , "theorem" , "Probability theorems" ,
 "http://dbpedia.org/resource/Contraposition" , "theorem" , "Theorems in propositional logic" ,
 "http://dbpedia.org/resource/Convolution_theorem" , "theorem" , "Theorems in Fourier analysis" ,
 "http://dbpedia.org/resource/Cook–Levin_theorem" , "theorem" , "Theorems in computational complexity theory" ,
 "http://dbpedia.org/resource/Corners_theorem" , "theorem" , "Theorems in combinatorics" ,
 "http://dbpedia.org/resource/Corona_theorem" , "theorem" , "Theorems in complex analysis" ,
 "http://dbpedia.org/resource/Correlation_inequality" , "inequality --- theorem" , "Inequalities --- Probabilistic inequalities" ,
 "http://dbpedia.org/resource/Correspondence_theorem_(group_theory)" , "theorem" , "Isomorphism theorems" ,
 "http://dbpedia.org/resource/Cotlar–Stein_lemma" , "lemma --- theorem" , "Inequalities --- Lemmas --- Theorems in functional analysis" ,
 "http://dbpedia.org/resource/Coupon_collector's_problem" , "mathematical problem --- theorem" , "Probability theorems" ,
 "http://dbpedia.org/resource/Covering_lemma" , "theorem" , "Covering lemmas --- Lemmas" ,
 "http://dbpedia.org/resource/Covering_problem_of_Rado" , "disease --- mathematical problem" , "Covering lemmas" ,
 "http://dbpedia.org/resource/Cox's_theorem" , "theorem" , "Probability theorems --- Statistical theorems" ,
 "http://dbpedia.org/resource/Craig's_theorem" , "theorem" , "Theorems in the foundations of mathematics" ,
 "http://dbpedia.org/resource/Craig_interpolation" , "theorem" , "Lemmas" ,
 "http://dbpedia.org/resource/Cramer's_rule" , "agent --- theorem" , "Theorems in algebra" ,
 "http://dbpedia.org/resource/Cramér's_theorem" , "theorem" , "Probability theorems --- Statistical theorems" ,
 "http://dbpedia.org/resource/Cramér–Rao_bound" , "inequality --- notion" , "Statistical inequalities" ,
 "http://dbpedia.org/resource/Cramér–Wold_theorem" , "theorem" , "Theorems in measure theory" ,
 "http://dbpedia.org/resource/Craps_principle" , "theorem" , "Statistical theorems" ,
 "http://dbpedia.org/resource/Crofton_formula" , "theorem" , "Theorems in geometry" ,
 "http://dbpedia.org/resource/Crooks_fluctuation_theorem" , "theorem" , "Statistical mechanics theorems" ,
 "http://dbpedia.org/resource/Crossbar_theorem" , "theorem" , "Theorems in geometry" ,
 "http://dbpedia.org/resource/Crystallographic_restriction_theorem" , "theorem" , "Theorems in algebra" ,
 "http://dbpedia.org/resource/Cubic_reciprocity" , "book --- theorem" , "Theorems in number theory" ,
 "http://dbpedia.org/resource/Curtis–Hedlund–Lyndon_theorem" , "theorem" , "Theorems in discrete mathematics" ,
 "http://dbpedia.org/resource/Cut-elimination_theorem" , "theorem" , "Theorems in the foundations of mathematics" ,
 "http://dbpedia.org/resource/Cyclic_surgery_theorem" , "martial artist --- theorem" , "Theorems in topology" ,
 "http://dbpedia.org/resource/Cyclotomic_identity" , "theorem" , "Mathematical identities" ,
 "http://dbpedia.org/resource/Céa's_lemma" , "lemma" , "Lemmas" ,
 "http://dbpedia.org/resource/Danskin's_theorem" , "theorem" , "Theorems in analysis" ,
 "http://dbpedia.org/resource/Darboux's_theorem" , "theorem" , "Theorems in differential geometry" ,
 "http://dbpedia.org/resource/Darboux's_theorem_(analysis)" , "theorem" , "Theorems in calculus --- Theorems in real analysis" ,
 "http://dbpedia.org/resource/Davenport–Schmidt_theorem" , "theorem" , "Theorems in number theory" ,
 "http://dbpedia.org/resource/Dawson–Gärtner_theorem" , "theorem" , "Probability theorems" ,
 "http://dbpedia.org/resource/De_Branges's_theorem" , "theorem" , "Conjectures which were proven --- Theorems in complex analysis" ,
 "http://dbpedia.org/resource/De_Bruijn's_theorem" , "theorem" , "Theorems in discrete geometry" ,
 "http://dbpedia.org/resource/De_Bruijn–Erdős_theorem_(graph_theory)" , "theorem" , "Theorems in graph theory" ,
 "http://dbpedia.org/resource/De_Bruijn–Erdős_theorem_(incidence_geometry)" , "theorem" , "Theorems in discrete geometry --- Theorems in projective geometry" ,
 "http://dbpedia.org/resource/De_Finetti's_theorem" , "theorem" , "Probability theorems" ,
 "http://dbpedia.org/resource/De_Franchis_theorem" , "theorem" , "Theorems in algebraic geometry --- Theorems in algebraic topology" ,
 "http://dbpedia.org/resource/De_Gua's_theorem" , "theorem" , "Theorems in geometry" ,
 "http://dbpedia.org/resource/De_Moivre's_formula" , "theorem" , "Theorems in complex analysis" ,
 "http://dbpedia.org/resource/De_Morgan's_laws" , "rule of inference --- theorem" , "Theorems in propositional logic" ,
 "http://dbpedia.org/resource/De_Polignac's_formula" , "formula --- theorem" , "Theorems in number theory" ,
 "http://dbpedia.org/resource/Deduction_theorem" , "theorem" , "Theorems in the foundations of mathematics" ,
 "http://dbpedia.org/resource/Degen's_eight-square_identity" , "theorem" , "Mathematical identities" ,
 "http://dbpedia.org/resource/Dehn's_lemma" , "theorem" , "Lemmas" ,
 "http://dbpedia.org/resource/Delta-convergence" , "single" , "Theorems in functional analysis" ,
 "http://dbpedia.org/resource/Delzant's_theorem" , "theorem" , "Theorems in differential geometry" ,
 "http://dbpedia.org/resource/Denjoy's_theorem_on_rotation_number" , "theorem" , "Theorems in dynamical systems --- Theorems in topology" ,
 "http://dbpedia.org/resource/Denjoy–Carleman–Ahlfors_theorem" , "theorem" , "Theorems in analysis" ,
 "http://dbpedia.org/resource/Denjoy–Koksma_inequality" , "inequality" , "Inequalities --- Theorems in analysis" ,
 "http://dbpedia.org/resource/Denjoy–Luzin_theorem" , "theorem" , "Theorems in analysis" ,
 "http://dbpedia.org/resource/Denjoy–Wolff_theorem" , "theorem" , "Theorems in complex analysis --- Theorems in dynamical systems" ,
 "http://dbpedia.org/resource/Desargues's_theorem" , "theorem" , "Theorems in geometry --- Theorems in plane geometry --- Theorems in projective geometry" ,
 "http://dbpedia.org/resource/Descartes'_rule_of_signs" , "theorem --- topical concept" , "Theorems in algebra" ,
 "http://dbpedia.org/resource/Descartes'_theorem" , "theorem" , "Theorems in geometry" ,
 "http://dbpedia.org/resource/Destructive_dilemma" , "rule of inference --- theorem" , "Theorems in propositional logic" ,
 "http://dbpedia.org/resource/Diagonal_lemma" , "theorem" , "Lemmas" ,
 "http://dbpedia.org/resource/Dickson's_lemma" , "theorem" , "Lemmas" ,
 "http://dbpedia.org/resource/Dieudonné's_theorem" , "theorem" , "Theorems in functional analysis" ,
 "http://dbpedia.org/resource/Differentiation_of_integrals" , "theorem" , "Theorems in analysis" ,
 "http://dbpedia.org/resource/Differentiation_rules" , "Wikimedia list article --- soccer club season" , "Mathematical identities" ,
 "http://dbpedia.org/resource/Dilworth's_theorem" , "theorem" , "Theorems in combinatorics" ,
 "http://dbpedia.org/resource/Dimension_theorem_for_vector_spaces" , "theorem" , "Theorems in abstract algebra --- Theorems in linear algebra" ,
 "http://dbpedia.org/resource/Dini's_theorem" , "theorem" , "Theorems in real analysis" ,
 "http://dbpedia.org/resource/Dinitz_conjecture" , "theorem" , "Theorems in discrete mathematics" ,
 "http://dbpedia.org/resource/Dirichlet's_approximation_theorem" , "theorem" , "Theorems in number theory" ,
