 "i" , "cLabel" , "sLabel" ,
 "http://dbpedia.org/resource/Jensen's_formula" , "theorem" , "Theorems in complex analysis" ,
 "http://dbpedia.org/resource/Jensen's_inequality" , "inequality --- theorem" , "Inequalities --- Probabilistic inequalities --- Statistical inequalities --- Theorems in analysis" ,
 "http://dbpedia.org/resource/Johnson–Lindenstrauss_lemma" , "lemma" , "Lemmas" ,
 "http://dbpedia.org/resource/Jordan's_inequality" , "theorem" , "Inequalities" ,
 "http://dbpedia.org/resource/Jordan's_lemma" , "lemma" , "Lemmas --- Theorems in complex analysis" ,
 "http://dbpedia.org/resource/Jordan's_theorem_(symmetric_group)" , "theorem" , "Theorems in group theory" ,
 "http://dbpedia.org/resource/Jordan_curve_theorem" , "road --- theorem" , "Theorems in topology" ,
 "http://dbpedia.org/resource/Jordan–Schur_theorem" , "theorem" , "Theorems in group theory" ,
 "http://dbpedia.org/resource/Jung's_theorem" , "inequality --- theorem" , "Geometric inequalities --- Theorems in geometry" ,
 "http://dbpedia.org/resource/Jurkat–Richert_theorem" , "theorem" , "Theorems in analytic number theory" ,
 "http://dbpedia.org/resource/Kachurovskii's_theorem" , "theorem" , "Theorems in functional analysis" ,
 "http://dbpedia.org/resource/Kakutani's_theorem_(geometry)" , "theorem" , "Theorems in convex geometry" ,
 "http://dbpedia.org/resource/Kakutani_fixed-point_theorem" , "theorem" , "Fixed-point theorems --- Theorems in convex geometry --- Theorems in topology" ,
 "http://dbpedia.org/resource/Kallman–Rota_inequality" , "inequality --- theorem" , "Inequalities" ,
 "http://dbpedia.org/resource/Kalman–Yakubovich–Popov_lemma" , "lemma" , "Lemmas" ,
 "http://dbpedia.org/resource/Kanamori–McAloon_theorem" , "theorem" , "Theorems in the foundations of mathematics" ,
 "http://dbpedia.org/resource/Kantorovich_inequality" , "inequality --- theorem" , "Inequalities --- Theorems in analysis" ,
 "http://dbpedia.org/resource/Kantorovich_theorem" , "theorem" , "Theorems in analysis" ,
 "http://dbpedia.org/resource/Kaplansky's_theorem_on_quadratic_forms" , "theorem" , "Theorems in number theory" ,
 "http://dbpedia.org/resource/Kaplansky_density_theorem" , "theorem" , "Theorems in functional analysis" ,
 "http://dbpedia.org/resource/Karamata's_inequality" , "theorem" , "Inequalities" ,
 "http://dbpedia.org/resource/Karhunen–Loève_theorem" , "theorem" , "Probability theorems --- Statistical theorems" ,
 "http://dbpedia.org/resource/Karp–Lipton_theorem" , "theorem" , "Theorems in computational complexity theory" ,
 "http://dbpedia.org/resource/Kato_theorem" , "theorem" , "Theorems in quantum physics" ,
 "http://dbpedia.org/resource/Katz–Lang_finiteness_theorem" , "software --- theorem" , "Theorems in number theory" ,
 "http://dbpedia.org/resource/Katětov–Tong_insertion_theorem" , "theorem" , "Theorems in topology" ,
 "http://dbpedia.org/resource/Kawamata–Viehweg_vanishing_theorem" , "software --- theorem" , "Theorems in algebraic geometry" ,
 "http://dbpedia.org/resource/Kawasaki's_Riemann–Roch_formula" , "agent --- theorem" , "Theorems in algebraic geometry --- Theorems in differential geometry" ,
 "http://dbpedia.org/resource/Kawasaki's_theorem" , "theorem" , "Mathematical theorems" ,
 "http://dbpedia.org/resource/Keel–Mori_theorem" , "theorem" , "Theorems in algebraic geometry" ,
 "http://dbpedia.org/resource/Kemnitz's_conjecture" , "theorem" , "Theorems in discrete mathematics" ,
 "http://dbpedia.org/resource/Kempf_vanishing_theorem" , "horse race --- theorem" , "Theorems in algebraic geometry" ,
 "http://dbpedia.org/resource/Kempf–Ness_theorem" , "theorem" , "Theorems in algebraic geometry" ,
 "http://dbpedia.org/resource/Ken_Ribet" , "agent --- human --- person --- scientist" , "Fermat's Last Theorem" ,
 "http://dbpedia.org/resource/Kepler_conjecture" , "statement" , "Conjectures which were proven" ,
 "http://dbpedia.org/resource/Khabibullin's_conjecture_on_integral_inequalities" , "conjecture" , "Inequalities" ,
 "http://dbpedia.org/resource/Kharitonov's_theorem" , "theorem" , "Theorems in dynamical systems" ,
 "http://dbpedia.org/resource/Khintchine_inequality" , "inequality --- theorem" , "Probabilistic inequalities --- Theorems in analysis" ,
 "http://dbpedia.org/resource/Killing–Hopf_theorem" , "theorem" , "Theorems in Riemannian geometry" ,
 "http://dbpedia.org/resource/Kinoshita-Lee-Nauenberg_theorem" , "theorem" , "Theorems in quantum physics" ,
 "http://dbpedia.org/resource/Kirchhoff's_theorem" , "theorem" , "Theorems in graph theory" ,
 "http://dbpedia.org/resource/Kirszbraun_theorem" , "theorem" , "Theorems in functional analysis --- Theorems in real analysis" ,
 "http://dbpedia.org/resource/Kleene's_recursion_theorem" , "place --- theorem" , "Theorems in the foundations of mathematics" ,
 "http://dbpedia.org/resource/Kleene_fixed-point_theorem" , "theorem" , "Fixed-point theorems" ,
 "http://dbpedia.org/resource/Kline_sphere_characterization" , "theorem" , "Theorems in topology" ,
 "http://dbpedia.org/resource/Knaster–Kuratowski–Mazurkiewicz_lemma" , "lemma" , "Lemmas" ,
 "http://dbpedia.org/resource/Knaster–Tarski_theorem" , "theorem" , "Fixed-point theorems --- Theorems in the foundations of mathematics" ,
 "http://dbpedia.org/resource/Kneser's_theorem_(combinatorics)" , "theorem" , "Theorems in combinatorics" ,
 "http://dbpedia.org/resource/Kneser's_theorem_(differential_equations)" , "theorem" , "Theorems in analysis" ,
 "http://dbpedia.org/resource/Kochen–Specker_theorem" , "theorem" , "Theorems in quantum physics" ,
 "http://dbpedia.org/resource/Kodaira_embedding_theorem" , "theorem" , "Theorems in algebraic geometry --- Theorems in complex geometry" ,
 "http://dbpedia.org/resource/Kodaira_vanishing_theorem" , "theorem" , "Theorems in algebraic geometry --- Theorems in complex geometry" ,
 "http://dbpedia.org/resource/Koebe_quarter_theorem" , "theorem" , "Theorems in complex analysis" ,
 "http://dbpedia.org/resource/Koecher–Vinberg_theorem" , "theorem" , "Theorems in algebra" ,
 "http://dbpedia.org/resource/Kolmogorov's_inequality" , "inequality --- theorem" , "Probabilistic inequalities" ,
 "http://dbpedia.org/resource/Kolmogorov's_three-series_theorem" , "theorem" , "Probability theorems" ,
 "http://dbpedia.org/resource/Kolmogorov's_zero–one_law" , "theorem" , "Covering lemmas --- Probability theorems" ,
 "http://dbpedia.org/resource/Kolmogorov_continuity_theorem" , "theorem" , "Probability theorems --- Statistical theorems" ,
 "http://dbpedia.org/resource/Kolmogorov_extension_theorem" , "theorem" , "Probability theorems" ,
 "http://dbpedia.org/resource/Kolmogorov–Arnold–Moser_theorem" , "theorem" , "Theorems in dynamical systems" ,
 "http://dbpedia.org/resource/Korn's_inequality" , "theorem" , "Inequalities" ,
 "http://dbpedia.org/resource/Kosnita's_theorem" , "triangle center" , "Theorems in geometry" ,
 "http://dbpedia.org/resource/Kostant's_convexity_theorem" , "anatomical structure" , "Mathematical theorems" ,
 "http://dbpedia.org/resource/Kraft–McMillan_inequality" , "theorem" , "Inequalities" ,
 "http://dbpedia.org/resource/Krein's_condition" , "theorem" , "Theorems in analysis --- Theorems in approximation theory" ,
 "http://dbpedia.org/resource/Krein–Milman_theorem" , "theorem" , "Theorems in convex geometry --- Theorems in discrete geometry --- Theorems in functional analysis" ,
 "http://dbpedia.org/resource/Krein–Rutman_theorem" , "theorem" , "Theorems in functional analysis" ,
 "http://dbpedia.org/resource/Krener's_theorem" , "theorem" , "Theorems in dynamical systems" ,
 "http://dbpedia.org/resource/Kronecker's_lemma" , "lemma" , "Lemmas" ,
 "http://dbpedia.org/resource/Kronecker–Weber_theorem" , "theorem" , "Theorems in algebraic number theory" ,
 "http://dbpedia.org/resource/Krull's_principal_ideal_theorem" , "theorem" , "Theorems in abstract algebra" ,
 "http://dbpedia.org/resource/Krull–Akizuki_theorem" , "theorem" , "Theorems in algebra" ,
 "http://dbpedia.org/resource/Krull–Schmidt_theorem" , "theorem" , "Theorems in group theory" ,
 "http://dbpedia.org/resource/Kruskal's_tree_theorem" , "theorem" , "Theorems in discrete mathematics" ,
 "http://dbpedia.org/resource/Kruskal–Katona_theorem" , "theorem" , "Theorems in combinatorics" ,
 "http://dbpedia.org/resource/Krylov–Bogolyubov_theorem" , "theorem" , "Probability theorems --- Theorems in dynamical systems" ,
 "http://dbpedia.org/resource/Kuiper's_theorem" , "theorem" , "Theorems in topology" ,
 "http://dbpedia.org/resource/Kullback's_inequality" , "inequality --- theorem" , "Statistical inequalities" ,
 "http://dbpedia.org/resource/Kummer's_theorem" , "theorem" , "Theorems in number theory" ,
 "http://dbpedia.org/resource/Kunita–Watanabe_theorem" , "theorem" , "Probabilistic inequalities --- Probability theorems" ,
 "http://dbpedia.org/resource/Kuratowski's_theorem" , "theorem" , "Theorems in graph theory" ,
 "http://dbpedia.org/resource/Kurosh_subgroup_theorem" , "theorem" , "Theorems in group theory" ,
 "http://dbpedia.org/resource/König's_lemma" , "lemma" , "Lemmas --- Theorems in graph theory" ,
 "http://dbpedia.org/resource/König's_theorem_(complex_analysis)" , "theorem" , "Theorems in complex analysis" ,
 "http://dbpedia.org/resource/König's_theorem_(set_theory)" , "theorem" , "Theorems in the foundations of mathematics" ,
 "http://dbpedia.org/resource/Künneth_theorem" , "theorem" , "Theorems in algebraic topology" ,
 "http://dbpedia.org/resource/Kōmura's_theorem" , "theorem" , "Theorems in functional analysis" ,
 "http://dbpedia.org/resource/Kőnig's_theorem_(graph_theory)" , "theorem" , "Theorems in graph theory" ,
 "http://dbpedia.org/resource/L'Hôpital's_rule" , "theorem" , "Theorems in calculus --- Theorems in real analysis" ,
 "http://dbpedia.org/resource/L-balance_theorem" , "theorem" , "Theorems in group theory" ,
 "http://dbpedia.org/resource/Labelled_enumeration_theorem" , "theorem" , "Theorems in combinatorics" ,
 "http://dbpedia.org/resource/Lafforgue's_theorem" , "theorem" , "Theorems in algebraic number theory --- Theorems in representation theory" ,
 "http://dbpedia.org/resource/Lagrange's_four-square_theorem" , "theorem" , "Theorems in number theory" ,
 "http://dbpedia.org/resource/Lagrange's_identity" , "theorem" , "Mathematical identities" ,
 "http://dbpedia.org/resource/Lagrange's_identity_(boundary_value_problem)" , "theorem" , "Mathematical identities" ,
 "http://dbpedia.org/resource/Lagrange's_theorem_(group_theory)" , "theorem" , "Theorems in group theory" ,
 "http://dbpedia.org/resource/Lagrange's_theorem_(number_theory)" , "theorem" , "Theorems about prime numbers" ,
 "http://dbpedia.org/resource/Lagrange_inversion_theorem" , "theorem" , "Theorems in combinatorics --- Theorems in complex analysis --- Theorems in real analysis" ,
 "http://dbpedia.org/resource/Lagrange_reversion_theorem" , "theorem" , "Theorems in analysis" ,
 "http://dbpedia.org/resource/Lambek–Moser_theorem" , "theorem" , "Theorems in number theory" ,
 "http://dbpedia.org/resource/Landau_prime_ideal_theorem" , "theorem" , "Theorems in algebraic number theory --- Theorems in analytic number theory" ,
 "http://dbpedia.org/resource/Landau–Kolmogorov_inequality" , "inequality" , "Inequalities" ,
 "http://dbpedia.org/resource/Landsberg–Schaar_relation" , "identity --- theorem" , "Theorems in analytic number theory" ,
 "http://dbpedia.org/resource/Landweber_exact_functor_theorem" , "theorem" , "Theorems in algebraic topology" ,
 "http://dbpedia.org/resource/Lang's_theorem" , "theorem" , "Theorems in algebraic geometry" ,
 "http://dbpedia.org/resource/Lange's_conjecture" , "theorem" , "Conjectures which were proven --- Theorems in algebraic geometry" ,
 "http://dbpedia.org/resource/Laplace_principle_(large_deviations_theory)" , "theorem" , "Probability theorems --- Theorems in analysis" ,
 "http://dbpedia.org/resource/Latimer–MacDuffee_theorem" , "theorem" , "Theorems in abstract algebra" ,
 "http://dbpedia.org/resource/Lauricella's_theorem" , "theorem" , "Theorems in functional analysis" ,
 "http://dbpedia.org/resource/Law_of_cosines" , "theorem" , "Theorems in plane geometry" ,
 "http://dbpedia.org/resource/Law_of_excluded_middle" , "theorem" , "Theorems in propositional logic" ,
 "http://dbpedia.org/resource/Law_of_identity" , "theorem" , "Theorems in propositional logic" ,
 "http://dbpedia.org/resource/Law_of_large_numbers" , "theorem" , "Probability theorems --- Statistical theorems" ,
 "http://dbpedia.org/resource/Law_of_noncontradiction" , "theorem" , "Theorems in propositional logic" ,
 "http://dbpedia.org/resource/Law_of_sines" , "theorem" , "Theorems in plane geometry" ,
 "http://dbpedia.org/resource/Law_of_tangents" , "theorem" , "Theorems in plane geometry" ,
 "http://dbpedia.org/resource/Law_of_the_iterated_logarithm" , "theorem" , "Statistical theorems" ,
 "http://dbpedia.org/resource/Law_of_total_covariance" , "theorem" , "Statistical theorems" ,
 "http://dbpedia.org/resource/Law_of_total_cumulance" , "theorem" , "Statistical theorems" ,
 "http://dbpedia.org/resource/Law_of_total_probability" , "populated place --- theorem" , "Probability theorems" ,
 "http://dbpedia.org/resource/Law_of_total_variance" , "theorem" , "Statistical theorems" ,
 "http://dbpedia.org/resource/Lax_equivalence_theorem" , "theorem" , "Theorems in analysis" ,
 "http://dbpedia.org/resource/Lax–Wendroff_theorem" , "theorem" , "Theorems in analysis" ,
 "http://dbpedia.org/resource/Le_Cam's_theorem" , "inequality --- theorem" , "Probabilistic inequalities --- Probability theorems --- Statistical inequalities --- Statistical theorems" ,
 "http://dbpedia.org/resource/Lebedev–Milin_inequality" , "theorem" , "Inequalities" ,
 "http://dbpedia.org/resource/Lebesgue's_decomposition_theorem" , "theorem" , "Theorems in measure theory" ,
 "http://dbpedia.org/resource/Lebesgue's_density_theorem" , "theorem" , "Theorems in measure theory" ,
 "http://dbpedia.org/resource/Lebesgue's_lemma" , "lemma" , "Lemmas" ,
 "http://dbpedia.org/resource/Lebesgue_differentiation_theorem" , "theorem" , "Theorems in measure theory --- Theorems in real analysis" ,
 "http://dbpedia.org/resource/Lee_Hwa_Chung_theorem" , "theorem" , "Theorems in differential geometry" ,
 "http://dbpedia.org/resource/Lee–Yang_theorem" , "theorem" , "Statistical mechanics theorems" ,
 "http://dbpedia.org/resource/Lefschetz_fixed-point_theorem" , "agent --- theorem" , "Fixed-point theorems --- Theorems in algebraic topology" ,
 "http://dbpedia.org/resource/Lefschetz_hyperplane_theorem" , "theorem" , "Theorems in algebraic geometry --- Theorems in algebraic topology" ,
 "http://dbpedia.org/resource/Lefschetz_theorem_on_(1,1)-classes" , "theorem" , "Theorems in algebraic geometry" ,
 "http://dbpedia.org/resource/Leftover_hash_lemma" , "lemma --- theorem" , "Probability theorems" ,
 "http://dbpedia.org/resource/Legendre's_three-square_theorem" , "theorem" , "Theorems in number theory" ,
 "http://dbpedia.org/resource/Leggett_inequality" , "inequality --- place" , "Inequalities" ,
 "http://dbpedia.org/resource/Lehmann–Scheffé_theorem" , "theorem" , "Statistical theorems" ,
 "http://dbpedia.org/resource/Lehmer's_conjecture" , "conjecture --- theorem" , "Theorems in number theory" ,
 "http://dbpedia.org/resource/Leray's_theorem" , "theorem" , "Theorems in algebraic geometry" ,
 "http://dbpedia.org/resource/Leray–Hirsch_theorem" , "theorem" , "Theorems in algebraic topology" ,
 "http://dbpedia.org/resource/Lerche–Newberger_sum_rule" , "theorem" , "Mathematical identities" ,
 "http://dbpedia.org/resource/Lester's_theorem" , "theorem" , "Theorems in plane geometry" ,
 "http://dbpedia.org/resource/Lethargy_theorem" , "theorem" , "Theorems in approximation theory" ,
 "http://dbpedia.org/resource/Levi's_lemma" , "lemma" , "Lemmas" ,
 "http://dbpedia.org/resource/Levinson's_inequality" , "inequality --- theorem" , "Inequalities" ,
 "http://dbpedia.org/resource/Levitzky's_theorem" , "theorem" , "Theorems in abstract algebra" ,
 "http://dbpedia.org/resource/Lickorish–Wallace_theorem" , "theorem" , "Theorems in geometry --- Theorems in topology" ,
 "http://dbpedia.org/resource/Lie's_third_theorem" , "theorem" , "Theorems in abstract algebra" ,
 "http://dbpedia.org/resource/Lie–Kolchin_theorem" , "theorem" , "Theorems in representation theory" ,
 "http://dbpedia.org/resource/Lie–Palais_theorem" , "theorem" , "Theorems in differential geometry" ,
 "http://dbpedia.org/resource/Lindeberg's_condition" , "disease --- theorem" , "Statistical theorems" ,
 "http://dbpedia.org/resource/Lindelöf's_lemma" , "lemma" , "Covering lemmas --- Lemmas" ,
 "http://dbpedia.org/resource/Lindelöf's_theorem" , "theorem" , "Theorems in complex analysis" ,
 "http://dbpedia.org/resource/Lindemann–Weierstrass_theorem" , "theorem" , "Theorems in number theory" ,
 "http://dbpedia.org/resource/Lindenbaum's_lemma" , "lemma" , "Lemmas" ,
 "http://dbpedia.org/resource/Lindström's_theorem" , "theorem" , "Theorems in the foundations of mathematics" ,
 "http://dbpedia.org/resource/Lindström–Gessel–Viennot_lemma" , "lemma" , "Lemmas --- Theorems in combinatorics" ,
 "http://dbpedia.org/resource/Linear_speedup_theorem" , "theorem" , "Theorems in computational complexity theory" ,
 "http://dbpedia.org/resource/Linnik's_theorem" , "theorem" , "Theorems about prime numbers --- Theorems in analytic number theory" ,
 "http://dbpedia.org/resource/Lions–Lax–Milgram_theorem" , "theorem" , "Theorems in functional analysis" ,
 "http://dbpedia.org/resource/Liouville's_formula" , "theorem" , "Mathematical identities" ,
 "http://dbpedia.org/resource/Liouville's_theorem_(Hamiltonian)" , "theorem" , "Statistical mechanics theorems --- Theorems in dynamical systems" ,
 "http://dbpedia.org/resource/Liouville's_theorem_(complex_analysis)" , "theorem" , "Theorems in complex analysis" ,
 "http://dbpedia.org/resource/Liouville's_theorem_(conformal_mappings)" , "theorem" , "Theorems in geometry" ,
 "http://dbpedia.org/resource/Liouville's_theorem_(differential_algebra)" , "theorem" , "Theorems in algebra" ,
 "http://dbpedia.org/resource/Liouville–Arnold_theorem" , "theorem" , "Theorems in dynamical systems" ,
 "http://dbpedia.org/resource/List_of_inequalities" , "Wikimedia list article" , "Inequalities" ,
 "http://dbpedia.org/resource/List_of_lemmas" , "Wikimedia list article" , "Lemmas" ,
 "http://dbpedia.org/resource/List_of_logarithmic_identities" , "Wikimedia list article" , "Mathematical identities" ,
 "http://dbpedia.org/resource/List_of_mathematical_identities" , "Wikimedia list article" , "Mathematical identities" ,
 "http://dbpedia.org/resource/List_of_triangle_inequalities" , "Wikimedia list article" , "Geometric inequalities" ,
 "http://dbpedia.org/resource/List_of_trigonometric_identities" , "Wikimedia list article" , "Mathematical identities" ,
 "http://dbpedia.org/resource/Littlewood's_Tauberian_theorem" , "album --- theorem" , "Tauberian theorems" ,
 "http://dbpedia.org/resource/Littlewood_subordination_theorem" , "theorem" , "Theorems in complex analysis" ,
 "http://dbpedia.org/resource/Littlewood–Offord_problem" , "mathematical problem" , "Lemmas" ,
 "http://dbpedia.org/resource/Local_trace_formula" , "drug" , "Theorems in number theory" ,
 "http://dbpedia.org/resource/Lochs'_theorem" , "theorem" , "Theorems in number theory" ,
 "http://dbpedia.org/resource/Loewner's_torus_inequality" , "inequality --- theorem" , "Geometric inequalities" ,
 "http://dbpedia.org/resource/Log_sum_inequality" , "inequality" , "Inequalities" ,
 "http://dbpedia.org/resource/Looman–Menchoff_theorem" , "theorem" , "Theorems in complex analysis" ,
 "http://dbpedia.org/resource/Loomis–Whitney_inequality" , "inequality --- theorem" , "Geometric inequalities" ,
 "http://dbpedia.org/resource/Loop_theorem" , "theorem" , "Theorems in topology" ,
 "http://dbpedia.org/resource/Lorden's_inequality" , "inequality --- theorem" , "Probabilistic inequalities" ,
 "http://dbpedia.org/resource/Lovász_local_lemma" , "lemma --- theorem" , "Lemmas --- Probability theorems" ,
 "http://dbpedia.org/resource/Lubell–Yamamoto–Meshalkin_inequality" , "inequality --- theorem" , "Inequalities" ,
 "http://dbpedia.org/resource/Lucas's_theorem" , "theorem" , "Theorems about prime numbers" ,
 "http://dbpedia.org/resource/Lukacs's_proportion-sum_independence_theorem" , "theorem" , "Probability theorems" ,
 "http://dbpedia.org/resource/Lumer–Phillips_theorem" , "theorem" , "Theorems in functional analysis" ,
 "http://dbpedia.org/resource/Luna's_slice_theorem" , "theorem" , "Theorems in algebraic geometry" ,
 "http://dbpedia.org/resource/Lusin's_separation_theorem" , "theorem" , "Theorems in the foundations of mathematics --- Theorems in topology" ,
 "http://dbpedia.org/resource/Lusin's_theorem" , "disease --- theorem" , "Theorems in measure theory --- Theorems in real analysis" ,
 "http://dbpedia.org/resource/Lyapunov–Malkin_theorem" , "theorem" , "Theorems in dynamical systems" ,
 "http://dbpedia.org/resource/Lévy's_continuity_theorem" , "theorem" , "Probability theorems --- Statistical theorems" ,
 "http://dbpedia.org/resource/Lévy's_modulus_of_continuity_theorem" , "theorem" , "Probability theorems" ,
 "http://dbpedia.org/resource/Löb's_theorem" , "theorem" , "Theorems in the foundations of mathematics" ,
 "http://dbpedia.org/resource/Löwenheim–Skolem_theorem" , "theorem" , "Theorems in the foundations of mathematics" ,
 "http://dbpedia.org/resource/Lüroth's_theorem" , "theorem" , "Theorems in algebraic geometry" ,
 "http://dbpedia.org/resource/M._Riesz_extension_theorem" , "theorem" , "Theorems in convex geometry --- Theorems in functional analysis" ,
 "http://dbpedia.org/resource/MacMahon_Master_theorem" , "theorem" , "Theorems in combinatorics --- Theorems in linear algebra" ,
 "http://dbpedia.org/resource/Maclaurin's_inequality" , "inequality" , "Inequalities" ,
 "http://dbpedia.org/resource/Maekawa's_theorem" , "theorem" , "Mathematical theorems" ,
 "http://dbpedia.org/resource/Maharam's_theorem" , "theorem" , "Theorems in measure theory" ,
 "http://dbpedia.org/resource/Mahler's_compactness_theorem" , "theorem" , "Compactness theorems --- Theorems in number theory" ,
 "http://dbpedia.org/resource/Mahler's_inequality" , "inequality --- theorem" , "Inequalities" ,
 "http://dbpedia.org/resource/Mahler's_theorem" , "theorem" , "Theorems in analysis" ,
 "http://dbpedia.org/resource/Mahler_volume" , "inequality --- theorem" , "Geometric inequalities" ,
 "http://dbpedia.org/resource/Maier's_theorem" , "theorem" , "Theorems about prime numbers --- Theorems in analytic number theory" ,
 "http://dbpedia.org/resource/Main_conjecture_of_Iwasawa_theory" , "person" , "Theorems in algebraic number theory" ,
 "http://dbpedia.org/resource/Malgrange_preparation_theorem" , "drug --- theorem" , "Theorems in analysis" ,
 "http://dbpedia.org/resource/Malgrange–Ehrenpreis_theorem" , "theorem" , "Theorems in analysis" ,
 "http://dbpedia.org/resource/Malliavin's_absolute_continuity_lemma" , "theorem" , "Lemmas" ,
 "http://dbpedia.org/resource/Manin–Drinfeld_theorem" , "theorem" , "Theorems in number theory" ,
 "http://dbpedia.org/resource/Marcinkiewicz_interpolation_theorem" , "theorem" , "Theorems in functional analysis" ,
 "http://dbpedia.org/resource/Marcinkiewicz–Zygmund_inequality" , "theorem" , "Probabilistic inequalities --- Probability theorems --- Statistical inequalities --- Theorems in functional analysis" ,
 "http://dbpedia.org/resource/Marden's_theorem" , "theorem" , "Theorems in complex geometry" ,
 "http://dbpedia.org/resource/Margulis_lemma" , "theorem" , "Lemmas" ,
 "http://dbpedia.org/resource/Markov's_inequality" , "inequality --- theorem" , "Probabilistic inequalities" ,
 "http://dbpedia.org/resource/Markov_brothers'_inequality" , "inequality --- theorem" , "Inequalities --- Theorems in analysis" ,
 "http://dbpedia.org/resource/Markov–Kakutani_fixed-point_theorem" , "theorem" , "Fixed-point theorems" ,
 "http://dbpedia.org/resource/Markus–Yamabe_conjecture" , "conjecture" , "Theorems in dynamical systems" ,
 "http://dbpedia.org/resource/Martingale_representation_theorem" , "theorem" , "Probability theorems" ,
 "http://dbpedia.org/resource/Maschke's_theorem" , "theorem" , "Theorems in group theory --- Theorems in representation theory" ,
 "http://dbpedia.org/resource/Mashreghi–Ransford_inequality" , "theorem" , "Inequalities" ,
 "http://dbpedia.org/resource/Mason–Stothers_theorem" , "theorem" , "Theorems in algebra" ,
 "http://dbpedia.org/resource/Master_theorem" , "theorem" , "Theorems in computational complexity theory" ,
 "http://dbpedia.org/resource/Material_implication_(rule_of_inference)" , "rule of inference --- theorem" , "Theorems in propositional logic" ,
 "http://dbpedia.org/resource/Matlis_duality" , "theorem" , "Theorems in algebra" ,
 "http://dbpedia.org/resource/Matsumoto's_theorem_(group_theory)" , "theorem" , "Theorems in group theory" ,
 "http://dbpedia.org/resource/Mautner's_lemma" , "Band" , "Lemmas --- Theorems in representation theory" ,
 "http://dbpedia.org/resource/Max-flow_min-cut_theorem" , "Supreme Court of the United States case --- theorem" , "Theorems in graph theory" ,
 "http://dbpedia.org/resource/Maximal_ergodic_theorem" , "theorem" , "Probability theorems --- Theorems in dynamical systems" ,
 "http://dbpedia.org/resource/Maximum-minimums_identity" , "theorem" , "Mathematical identities" ,
 "http://dbpedia.org/resource/Maximum_modulus_principle" , "disease --- theorem" , "Theorems in complex analysis" ,
 "http://dbpedia.org/resource/Maximum_theorem" , "theorem" , "Mathematical theorems" ,
 "http://dbpedia.org/resource/Maxwell's_theorem" , "theorem" , "Probability theorems" ,
 "http://dbpedia.org/resource/Max–min_inequality" , "inequality --- theorem" , "Inequalities" ,
 "http://dbpedia.org/resource/May's_theorem" , "theorem" , "Theorems in discrete mathematics" ,
 "http://dbpedia.org/resource/Mazur's_control_theorem" , "theorem" , "Theorems in algebraic number theory" ,
 "http://dbpedia.org/resource/Mazur's_lemma" , "lemma" , "Compactness theorems --- Lemmas --- Theorems in functional analysis" ,
 "http://dbpedia.org/resource/Mazur–Ulam_theorem" , "theorem" , "Theorems in functional analysis" ,
 "http://dbpedia.org/resource/Mean_value_theorem" , "theorem" , "Theorems in calculus --- Theorems in real analysis" ,
 "http://dbpedia.org/resource/Measurable_Riemann_mapping_theorem" , "theorem" , "Theorems in complex analysis" ,
 "http://dbpedia.org/resource/Mellin_inversion_theorem" , "theorem" , "Theorems in complex analysis" ,
 "http://dbpedia.org/resource/Menelaus'_theorem" , "theorem" , "Theorems in geometry --- Theorems in plane geometry" ,
 "http://dbpedia.org/resource/Menger's_theorem" , "theorem" , "Theorems in graph theory" ,
 "http://dbpedia.org/resource/Mercer's_theorem" , "theorem" , "Theorems in functional analysis" ,
 "http://dbpedia.org/resource/Mergelyan's_theorem" , "theorem" , "Theorems in approximation theory --- Theorems in complex analysis" ,
 "http://dbpedia.org/resource/Mermin–Wagner_theorem" , "theorem" , "Statistical mechanics theorems --- Theorems in mathematical physics --- Theorems in quantum physics" ,
 "http://dbpedia.org/resource/Mertens'_theorems" , "theorem" , "Theorems about prime numbers" ,
 "http://dbpedia.org/resource/Mestre_bound" , "theorem" , "Theorems in number theory" ,
 "http://dbpedia.org/resource/Meusnier's_theorem" , "theorem" , "Theorems in differential geometry" ,
 "http://dbpedia.org/resource/Meyer's_theorem" , "theorem" , "Theorems in number theory" ,
 "http://dbpedia.org/resource/Michael_selection_theorem" , "theorem" , "Compactness theorems --- Theorems in functional analysis" ,
 "http://dbpedia.org/resource/Midy's_theorem" , "theorem" , "Theorems in number theory" ,
 "http://dbpedia.org/resource/Milliken's_tree_theorem" , "theorem" , "Theorems in discrete mathematics" ,
 "http://dbpedia.org/resource/Milliken–Taylor_theorem" , "theorem" , "Theorems in discrete mathematics" ,
 "http://dbpedia.org/resource/Milman's_reverse_Brunn–Minkowski_inequality" , "inequality --- theorem" , "Geometric inequalities" ,
 "http://dbpedia.org/resource/Milman–Pettis_theorem" , "theorem" , "Theorems in functional analysis" ,
 "http://dbpedia.org/resource/Milnor_conjecture" , "aircraft --- theorem" , "Theorems in algebraic topology" ,
 "http://dbpedia.org/resource/Milnor–Moore_theorem" , "theorem" , "Theorems in abstract algebra" ,
 "http://dbpedia.org/resource/Min-max_theorem" , "theorem" , "Theorems in functional analysis" ,
 "http://dbpedia.org/resource/Mingarelli_identity" , "theorem" , "Mathematical identities" ,
 "http://dbpedia.org/resource/Minimax" , "populated place --- theorem" , "Theorems in discrete mathematics" ,
 "http://dbpedia.org/resource/Minkowski's_first_inequality_for_convex_bodies" , "inequality --- theorem" , "Geometric inequalities" ,
